hpo_codes,week_description
HP:0000720,"Journal, it's a battle. The muscle cramps are unrelenting, and my fingers and toes tingle non-stop. My vision's blurry too, which is quite annoying. Emotionally, it's been quite the ride – swinging between sadness and anger."
HP:0001499,"Things are getting tougher. The muscle cramps are almost a constant companion, and even my fingers are locking up. My legs feel heavy, and my mood swings are all over the place. It's like a storm inside me."
HP:0002061,"Things are getting tougher. The muscle cramps are almost a constant companion, and even my fingers are locking up. My legs feel heavy, and my mood swings are all over the place. It's like a storm inside me."
HP:0000720,"Things are getting tougher. The muscle cramps are almost a constant companion, and even my fingers are locking up. My legs feel heavy, and my mood swings are all over the place. It's like a storm inside me."
HP:0001499,"This week, the pain from the muscle cramps is unbearable. My fingers and toes tingle non-stop, and my breathing's shallow. Journal, it's scary – this is really taking a toll on me."
HP:0003401,"This week, the pain from the muscle cramps is unbearable. My fingers and toes tingle non-stop, and my breathing's shallow. Journal, it's scary – this is really taking a toll on me."
HP:0000298,"This week, the pain from the muscle cramps is unbearable. My fingers and toes tingle non-stop, and my breathing's shallow. Journal, it's scary – this is really taking a toll on me."
HP:0003401,"Hey journal, things have been kinda weird lately. My fingers and toes have this tingly feeling, like they're half asleep. It's not painful, just odd. Also, my muscles, especially in my legs, have been cramping up out of nowhere. Feels like they're tightening up."
HP:0003394,"Hey journal, things have been kinda weird lately. My fingers and toes have this tingly feeling, like they're half asleep. It's not painful, just odd. Also, my muscles, especially in my legs, have been cramping up out of nowhere. Feels like they're tightening up."
HP:0001337,"So, the tingling hasn't gone away in my fingers and toes. It's like they're doing their own thing. My hands also shake a bit – not super noticeable, but I've noticed it. And my moods have been all over the place – one minute I'm down, the next I'm okay."
HP:0000720,"So, the tingling hasn't gone away in my fingers and toes. It's like they're doing their own thing. My hands also shake a bit – not super noticeable, but I've noticed it. And my moods have been all over the place – one minute I'm down, the next I'm okay."
HP:0010529,"This week, the tingling's still hanging around, and I've noticed my face muscles twitching sometimes. It's like they're moving by themselves. The muscle cramps haven't let up either, and they're a bit stronger now. Plus, I've been feeling more tired than usual, even with enough sleep."
HP:0012378,"This week, the tingling's still hanging around, and I've noticed my face muscles twitching sometimes. It's like they're moving by themselves. The muscle cramps haven't let up either, and they're a bit stronger now. Plus, I've been feeling more tired than usual, even with enough sleep."
HP:0001499,"The muscle cramps are sticking around, and my skin's gotten all dry and itchy. It's really bothering me! Also, my hair's falling out more than usual. Not cool."
HP:0000958,"The muscle cramps are sticking around, and my skin's gotten all dry and itchy. It's really bothering me! Also, my hair's falling out more than usual. Not cool."
HP:0000989,"The muscle cramps are sticking around, and my skin's gotten all dry and itchy. It's really bothering me! Also, my hair's falling out more than usual. Not cool."
HP:0001596,"The muscle cramps are sticking around, and my skin's gotten all dry and itchy. It's really bothering me! Also, my hair's falling out more than usual. Not cool."
HP:0002451,"My fingers locking up is becoming a thing. It's making simple stuff harder. The muscle cramps are still going strong, and my hands have been shaky. Sleep's been a bit tough too – I'm having trouble falling asleep."
HP:0001337,"My fingers locking up is becoming a thing. It's making simple stuff harder. The muscle cramps are still going strong, and my hands have been shaky. Sleep's been a bit tough too – I'm having trouble falling asleep."
HP:0000717,"My fingers locking up is becoming a thing. It's making simple stuff harder. The muscle cramps are still going strong, and my hands have been shaky. Sleep's been a bit tough too – I'm having trouble falling asleep."
HP:0001499,"This week, the muscle cramps are like a constant ache. They're messing with my movements, especially when I walk. My mind's been foggy too – it's hard to concentrate. And my mouth's been super dry, like I've been in a desert."
HP:0001452,"This week, the muscle cramps are like a constant ache. They're messing with my movements, especially when I walk. My mind's been foggy too – it's hard to concentrate. And my mouth's been super dry, like I've been in a desert."
HP:0000217,"This week, the muscle cramps are like a constant ache. They're messing with my movements, especially when I walk. My mind's been foggy too – it's hard to concentrate. And my mouth's been super dry, like I've been in a desert."
HP:0001324,"It's like my body's not cooperating. The muscle cramps won't let up, and even walking's a bit tough now. My skin's turned dry and scaly, and my heart's been racing like crazy. Breathing's been shallow, and my hands have been shaking more."
